Practice code,Practice name,ICB area,Borough,Post Code,Matched Address,Matched Postcode,Latitude,Longitude,TomTom Score,Match Type
H84040,Hampton Medical Centre,SWL,Sutton,TW12 2PB,"49AA Priory Road, Hampton, TW12 2PB",,51.418476,-0.372592,13.0667867661,Name + postcode match
H84057,Staines Road Medical Centre,SWL,Sutton,TW2 5AU,"Staines Road, Twickenham, TW2 5AU",,51.440216,-0.356848,11.3151130676,Name + postcode match
H84623,Hampton Hill Medical Centre,SWL,Sutton,TW12 1NY,"102 High Street, Hampton Hill, Hampton, TW12 1NY",,51.427724,-0.354911,15.1659879684,Name + postcode match
Y01206,Glebe Road Surgery,SWL,Sutton,SW13 0DR,"1 Glebe Road, Barnes, London, SW13 0DR",,51.473951,-0.242733,13.0667867661,Name + postcode match
H85008001,Roehampton Lane Surgery: Ashburton Medical Practice,SWL,Wandsworth,,"Surgery Lane & Wells Avenue, Hartlepool, TS24 9DN",,54.704,-1.22342,9.5953321457,Name + postcode match
H85012001,Putneymead Group Medical Practice: Student Medical Centre,SWL,Wandsworth,,"350 Upper Richmond Road, Putney, London, SW15 6TH",,51.461703,-0.220303,12.2335233688,Name + postcode match
H85057,Elborough Street Surgery,SWL,Wandsworth,SW18 5DS,"81 Elborough Street, Wandsworth, London, SW18 5DS",,51.442067,-0.201302,13.0667867661,Name + postcode match
H85075,Haider Practice,SWL,Wandsworth,SW11 1SW,"162 Saint John's Hill, Battersea, London, SW11 1SW",,51.46,-0.179402,10.9264259338,Name + postcode match
H85082,Triangle Surgery,SWL,Wandsworth,SW18 4HX,"2 Broomhill Road, Wandsworth, London, SW18 4HX",,51.456705,-0.1983,10.9264259338,Name + postcode match
H85659,St Johns Hill Surgery,SWL,Wandsworth,SW11 1SW,"Saint John's Hill, Wandsworth, London, SW11 1SW",,51.459692,-0.179587,13.5316133499,Name + postcode match
H85680,Tooting South Medical Centre,SWL,Wandsworth,SW17 9HQ,"22 Otterburn Street, Tooting, London, SW17 9HQ",,51.42209,-0.16162,15.1659879684,Name + postcode match
Y01132,Chartfield Surgery,SWL,Wandsworth,SW15 6HG,"30 Chartfield Avenue, Putney, London, SW15 6HG",,51.4573,-0.226388,10.9264259338,Name + postcode match
