PHARMACY_ODS_CODE_F_CODE,SiteName,Postcode,Latitude,Longitude,GeocodeMethod,MatchedAddress
FJ680,DEVS CHEMIST,N7 6AE,51.559487,-0.115995,postcode_centroid,
FJ753,OSBON PHARMACY,E15 1XE,51.541817,-0.000387,postcode_centroid,
FJ758,COOTES PHARMACY,N3 2DN,51.604143,-0.189124,postcode_centroid,
FJ778,MINAL PHARMACY,TW2 7LA,51.452773,-0.357791,postcode_centroid,
FJ793,OSBON PHARMACY,BR5 3NJ,51.393949,0.114812,postcode_centroid,
FJ798,BOOTS,E8 2NS,51.549278,-0.074949,postcode_centroid,
FJ842,CHURCHFIELDS PHARMACY,E18 2PB,51.599197,0.02018,postcode_centroid,
FJ888,A.C. CURD PHARMACY,TW7 7AA,51.46867,-0.327806,postcode_centroid,
FJ919,LAMIS CHEMISTS,EN1 2HB,51.636811,-0.080956,postcode_centroid,
FJA08,DAJANI PHARMACY,SW7 3LQ,51.492793,-0.177249,postcode_centroid,
FJA11,SKOT DISPENSING CHEMISTS,N9 9BA,51.622887,-0.065971,postcode_centroid,
FJA14,BOOTS,CR8 2AF,51.338404,-0.115699,postcode_centroid,
FJA88,HALLS CHEMIST,SW8 2JS,51.474591,-0.132614,postcode_centroid,
FJA90,NUCHEM PHARMACEUTICALS LTD,N4 3PZ,51.570062,-0.114303,postcode_centroid,
FJA94,DAY LEWIS PHARMACY,CR0 4UQ,51.375803,-0.123963,postcode_centroid,
FJC68,SUDBURY CHEMIST,HA0 2RH,51.557608,-0.323536,postcode_centroid,
FJD10,HARIA PHARMACY,SW20 0RJ,51.414716,-0.248465,postcode_centroid,
FJD81,PHARMARAM CHEMIST,E13 0PB,51.532991,0.023463,postcode_centroid,
FJE22,BOOTS,SW17 9PB,51.427048,-0.166343,postcode_centroid,
FJE34,MORRISONS PHARMACY,NW9 6RN,51.59189,-0.284607,postcode_centroid,
FJE68,BOOTS,E15 1XD,51.541516,-0.000617,postcode_centroid,
FJF30,KWATERHOUSE CHEMIST,N14 5EN,51.631962,-0.1287,postcode_centroid,
FJF83,WELLCARE PHARMACY,NW5 2TJ,51.550435,-0.141048,postcode_centroid,
FJG92,FIRST CARE PHARMACY,SE28 0NY,51.498473,0.090299,postcode_centroid,
FJG94,AZCHEM PHARMACY,TW7 7DT,51.463055,-0.331336,postcode_centroid,
FJH03,PRIME RESPONSE PHARMACY,N1 9ER,51.53339,-0.10871,postcode_centroid,
FJH24,CITY PHARMACY,SE1 1LZ,51.504861,-0.089603,postcode_centroid,
FJH48,BUTTERFLY PHARMACY,SE5 8RW,51.473164,-0.092569,postcode_centroid,
FJJ16,PORTMANS PHARMACY,EC1Y 8NX,51.521983,-0.092389,postcode_centroid,
FJJ43,BOOTS,WC2R 0AA,51.510589,-0.120233,postcode_centroid,
FJJ56,HILTON PHARMACY,SW20 9NQ,51.392064,-0.222824,postcode_centroid,
FJJ60,ANDREWS PHARMACY,HA8 8AE,51.621341,-0.293291,postcode_centroid,
FJJ70,CLOCKWORK PHARMACY,N11 2DN,51.606927,-0.123608,postcode_centroid,
FJJ99,ROXANNES DISPENSING CHEMISTS,UB6 9PN,51.528037,-0.355098,postcode_centroid,
FJK32,BOOTS,UB3 4DD,51.505918,-0.419284,postcode_centroid,
FJK64,LEE PHARMACY,SE12 0AA,51.449202,0.013135,postcode_centroid,
FJK92,SUPERDRUG PHARMACY,BR6 0PF,51.376417,0.100108,postcode_centroid,
FJL00,BOWS CHEMIST,RM13 9JR,51.520921,0.20894,postcode_centroid,
FJL42,BOOTS,IG7 4DN,51.608424,0.1056,postcode_centroid,
FJL58,SAFEDALE LTD,E5 0NS,51.55089,-0.052754,postcode_centroid,
FJM40,LOCALCARE PHARMACY,N4 2HE,51.569779,-0.094618,postcode_centroid,
FJM49,ALPHARM CHEMIST,SE18 1SJ,51.487716,0.09034,postcode_centroid,
FJM53,CARTWRIGHTS PHARMACY,E15 1JA,51.546879,0.005503,postcode_centroid,
FJM89,GLORY CHEMIST,CR0 4NH,51.362451,-0.121852,postcode_centroid,
FJN81,SCOTTS PHARMACY,N18 1RP,51.616071,-0.073642,postcode_centroid,
FJQ74,MARCUS JONES PHARMACY,W3 7DA,51.514612,-0.248859,postcode_centroid,
FJR05,VANTAGE PHARMACY,UB4 8BZ,51.532239,-0.419987,postcode_centroid,
FJR97,MCPARLAND HA LTD,NW9 5ZN,51.596927,-0.244465,postcode_centroid,
FJT00,BOOTS,W1T 7PP,51.520226,-0.13353,postcode_centroid,
FJT13,DAY LEWIS PHARMACY,NW7 2HX,51.614988,-0.243567,postcode_centroid,
FJT17,SUPER.CARE PHARMACY +,RM6 6LU,51.571947,0.140049,postcode_centroid,
FJT26,STRATWICKS LTD,HA2 8DU,51.564751,-0.35363,postcode_centroid,
FJT83,G LOWE CHEMIST,HA0 3NG,51.562501,-0.30548,postcode_centroid,
FJT86,WOODSIDE PHARMACY,E11 1HH,51.569524,0.012228,postcode_centroid,
FJT98,GROVE PHARMACY,E17 9BU,51.579199,-0.010943,postcode_centroid,
FJV08,ASVACARE,E5 9BU,51.563621,-0.059122,postcode_centroid,
FJV28,SAPPHIRE PHARMACY,RM5 3PH,51.599779,0.163162,postcode_centroid,
FJV58,D PARRY PHARMACY,SW19 8AA,51.434598,-0.199161,postcode_centroid,
FJW05,HENDON PHARMACY,NW4 3XH,51.582618,-0.23051,postcode_centroid,
FJW12,NEWMARKET PHARMACY,SE9 5ER,51.445361,0.040813,postcode_centroid,
FJW16,MY PHARMACY,IG8 7QF,51.607532,0.035339,postcode_centroid,
FJW74,TOUCHWOOD PHARMACY,BR1 4HE,51.414677,0.014767,postcode_centroid,
FJW79,REENA PHARMACY,N22 8JW,51.607989,-0.110205,postcode_centroid,
FJW95,PEPYS PHARMACY,SE8 3QG,51.489543,-0.035016,postcode_centroid,
FJX05,PICKLES CHEMIST,N3 1XT,51.603832,-0.190494,postcode_centroid,
FJX06,IMPERIAL PHARMACY,SM3 9EY,51.386555,-0.210016,postcode_centroid,
FJX60,RAINS PHARMACY,SE13 5ND,51.453276,-0.000504,postcode_centroid,
FJX68,AE LIPKIN,N20 8QG,51.630565,-0.181151,postcode_centroid,
FJX93,ALPHA CHEMIST,SE18 6HX,51.490445,0.067315,postcode_centroid,
FJY11,BOOTS,E18 1AY,51.593833,0.024606,postcode_centroid,
FJY76,ORION PHARMACY,CR8 2BP,51.33908,-0.115786,postcode_centroid,
FK012,A R CHEMIST,SE1 5NA,51.490943,-0.081009,postcode_centroid,
FK018,BIGGIN HILL PHARMACY,TN16 3XZ,51.313572,0.029264,postcode_centroid,
FK033,MEDICA PHARMACY,SE16 3RW,51.491965,-0.063824,postcode_centroid,
FK076,TOOTING PHARMACY PRACTICE,SW17 7TJ,51.432025,-0.163684,postcode_centroid,
FK081,LADYWELL PHARMACY,SE4 1JN,51.456803,-0.023986,postcode_centroid,
FK091,ROSS PHARMACY,HA6 1PF,51.602276,-0.409643,postcode_centroid,
FK097,JHOOTS PHARMACY,CR4 4DQ,51.39855,-0.178452,postcode_centroid,
FK102,NASSLAM PHARMACY,W2 2JE,51.51446,-0.162461,postcode_centroid,
FK170,MAKEPEACE & JACKSON,CR2 0PH,51.348328,-0.094325,postcode_centroid,
FK192,JADE PHARMACY,HA0 4QG,51.544656,-0.297143,postcode_centroid,
FK236,NASHI PHARMACY,W2 4UA,51.515484,-0.189574,postcode_centroid,
FK263,CHANA CHEMIST,NW10 2PJ,51.547415,-0.233089,postcode_centroid,
FK271,JOHN WILSON CHEMIST,NW4 3UX,51.582401,-0.22922,postcode_centroid,
FK300,BOOTS,SE16 7LL,51.495399,-0.046937,postcode_centroid,
FK366,DAY LEWIS PHARMACY,E7 9PB,51.543298,0.026487,postcode_centroid,
FK456,ROSEWOOD PHARMACY,E4 7BH,51.631453,0.003392,postcode_centroid,
FK463,MEDICOS PHARMACY,SE23 1HU,51.442383,-0.040854,postcode_centroid,
FK550,CAMPBELLS CHEMIST,W4 1NP,51.492614,-0.260823,postcode_centroid,
FK564,BOOTS,E14 5AX,51.504939,-0.019568,postcode_centroid,
FK580,NS WARWICK LTD,SE18 5QE,51.492414,0.055576,postcode_centroid,
FK632,H LLOYD CHEMIST,W14 8XJ,51.495828,-0.208477,postcode_centroid,
FK675,ROHPHARM LTD,IG1 4PU,51.561592,0.068592,postcode_centroid,
FK684,SHERMAN CHEMISTS,E7 0EW,51.550906,0.025441,postcode_centroid,
FK701,HOLMES PHARMACY,CR5 1EH,51.306024,-0.11876,postcode_centroid,
FK708,QUEENS PARK PHARMACY,NW6 6NJ,51.534842,-0.20458,postcode_centroid,
FK726,SPRINGFIELD PHARMACY,TW9 1UR,51.462394,-0.294751,postcode_centroid,
FK740,ST JAMES PHARMACY,E17 7PN,51.57997,-0.032127,postcode_centroid,
FK764,SHELLY'S,W10 6QL,51.519823,-0.22757,postcode_centroid,
FK802,REMEDY PHARMACY,W7 1LJ,51.514925,-0.337137,postcode_centroid,
FK814,WELL,DA8 2NU,51.468348,0.190703,postcode_centroid,
FK827,AQUA PHARMACY,NW6 1NB,51.552086,-0.196688,postcode_centroid,
FK860,HEALTHFARE PHARMACY,EN1 1YY,51.652183,-0.078947,postcode_centroid,
FK866,AVVIRO PHARMACY,HA2 0DU,51.564743,-0.351827,postcode_centroid,
FK901,BROWNE AF LTD,SE2 9PT,51.493755,0.110194,postcode_centroid,
FK977,SANDYLIGHT LTD,NW5 4EG,51.549532,-0.152783,postcode_centroid,
FKA10,BORNO CHEMISTS LIMITED,IG6 2JR,51.594292,0.084703,postcode_centroid,
FKA24,BRITANNIA PHARMACY,RM6 6NL,51.572164,0.13801,postcode_centroid,
FKA42,TWICKENHAM PHARMACY,TW1 3AB,51.448699,-0.324736,postcode_centroid,
FKA84,COLUMBIA PHARMACY,E2 7QB,51.528462,-0.070637,postcode_centroid,
FKC09,MATTOCK LANE CHEMIST,W13 9LL,51.509592,-0.316912,postcode_centroid,
FKC34,AMADI'S CHEMIST,SE1 3NP,51.498002,-0.07603,postcode_centroid,
FKC93,NEEM TREE WELLING PHARMACY,DA16 1TY,51.462486,0.108708,postcode_centroid,
FKD11,GILL PHARMACY,UB2 4EA,51.499322,-0.380741,postcode_centroid,
FKD52,SUPERDRUG PHARMACY,WC1V 7DA,51.517541,-0.119716,postcode_centroid,
FKE09,DOLPHINS PHARMACY,SW1H 0AZ,51.498828,-0.133814,postcode_centroid,
FKE11,BOOTS,EN5 5XP,51.655735,-0.201584,postcode_centroid,
FKE12,COPES PHARMACY,SW16 3QQ,51.41672,-0.1262,postcode_centroid,
FKE53,CAXTON PHARMACY,BR1 1RL,51.406192,0.016105,postcode_centroid,
FKE89,EAST CHEMIST,SW15 4HJ,51.450116,-0.23977,postcode_centroid,
FKF20,J C WISE PHARMACY,N19 3QN,51.569501,-0.123662,postcode_centroid,
FKF23,CRESCENT PHARMACY EXPRESS,N22 8HH,51.597961,-0.110145,postcode_centroid,
FKF63,LONGWOOD PHARMACY,IG5 0EW,51.587206,0.069957,postcode_centroid,
FKF80,HILLS PHARMACY,SE11 4HQ,51.489635,-0.107886,postcode_centroid,
FKF82,ASDA PHARMACY,SW15 3DT,51.439359,-0.246284,postcode_centroid,
FKG02,BOOTS,BR3 1EW,51.407481,-0.027938,postcode_centroid,
FKG31,QUEENS PHARMACY,SW8 3RX,51.466912,-0.150233,postcode_centroid,
FKG40,BOOTS,SW4 7UG,51.46247,-0.137168,postcode_centroid,
FKG79,EARLS COURT CHEMIST,SW5 9QB,51.492182,-0.193508,postcode_centroid,
FKH76,CLICK HEALTH,UB6 7JD,51.536387,-0.31487,postcode_centroid,
FKH83,ARDLEIGH GREEN PHARMACY,RM11 2LG,51.583278,0.220896,postcode_centroid,
FKK28,BOOTS,TW12 2HZ,51.41698,-0.370435,postcode_centroid,
FKK74,SHEEL PHARMACY,SE5 0BB,51.479589,-0.099473,postcode_centroid,
FKK84,KIDBROOKE PHARMACY,SE3 8AR,51.467393,0.028376,postcode_centroid,
FKL74,PHARMACY EXPRESS,N22 8HH,51.597961,-0.110145,postcode_centroid,
FKM10,WELLCARE PHARMACY,HA3 6EL,51.604929,-0.340234,postcode_centroid,
FKM12,TESCO INSTORE PHARMACY,TW13 4EX,51.442892,-0.412782,postcode_centroid,
FKM27,PARK LANGLEY PHARMACY,BR3 6QH,51.400613,-0.018515,postcode_centroid,
FKM39,MY PHARMACY,E4 8LP,51.615896,-0.017805,postcode_centroid,
FKP10,TRINITY PHARMACY,SW17 7AL,51.437358,-0.157974,postcode_centroid,
FKP20,LANGTHORNE PHARMACY,E11 4HX,51.555416,0.002128,postcode_centroid,
FKP44,SIA PHARMACY,N8 0DU,51.588955,-0.109277,postcode_centroid,
FKP46,BOOTS,SW15 1SS,51.462937,-0.215783,postcode_centroid,
FKP75,WATMANS PHARMACY,UB6 7HQ,51.540537,-0.318308,postcode_centroid,
FKQ95,A-Z PHARMACY,CR0 2TA,51.378892,-0.103044,postcode_centroid,
FKQ97,MAYORS CHEMIST,E7 9PA,51.544938,0.026329,postcode_centroid,
FKR09,STATION ROAD PHARMACY,DA1 3QA,51.44966,0.181533,postcode_centroid,
FKR16,MEDIRECT2U,W3 6LY,51.506573,-0.268851,postcode_centroid,
FKR70,SAVEMAIN LTD,N1 8LY,51.539878,-0.096775,postcode_centroid,
FKT86,GREEN LIGHT PHARMACY,NW1 1BA,51.533916,-0.138247,postcode_centroid,
FKV60,ELDRED DRIVE PHARMACY,BR5 4PE,51.373703,0.117988,postcode_centroid,
FKV67,DAYA LTD,UB4 0RU,51.520541,-0.414712,postcode_centroid,
FKW46,CHURCHILLS PHARMACY,W4 1PD,51.4928,-0.25818,postcode_centroid,
FKW59,HATCHAM PHARMACY,SE14 5HD,51.474264,-0.047409,postcode_centroid,
FKW82,TOUCHWOOD PHARMACY,SE26 5QE,51.42575,-0.050283,postcode_centroid,
FKX25,REENA PHARMACY,N3 3HP,51.596483,-0.197976,postcode_centroid,
FKX76,DAJANI PHARMACY,W1G 9TY,51.518923,-0.150606,postcode_centroid,
FKX86,MULGRAVE ROAD PHARMACY,SM2 7AJ,51.355073,-0.212492,postcode_centroid,
FL012,OSBON PHARMACY,DA5 1LQ,51.442069,0.150476,postcode_centroid,
FL040,RICHARDS CHEMIST,W5 4QJ,51.499658,-0.306472,postcode_centroid,
FL081,HARLAND CHEMIST,SM4 5RP,51.397219,-0.190078,postcode_centroid,
FL148,BLAKENALL PHARMACY,WS3 1LZ,52.61469,-1.986703,postcode_centroid,
FL163,MANSONS CHEMISTS,E7 8BA,51.547516,0.024929,postcode_centroid,
FL197,PARADE CHEMIST,N4 1LG,51.580488,-0.098991,postcode_centroid,
FL266,GORDON SMITH PHARMACY,N3 2RA,51.599214,-0.181466,postcode_centroid,
FL310,BOOTS,W6 9HW,51.492454,-0.227884,postcode_centroid,
FL364,MIDHURST PHARMACY,W7 2JD,51.503314,-0.327546,postcode_centroid,
FL514,WELL,RM3 0BP,51.593681,0.233747,postcode_centroid,
FL521,KINGSWAY CHEMIST,E6 2JA,51.538987,0.051517,postcode_centroid,
FL523,VICTORIA CHEMIST,SM3 8HW,51.371579,-0.226964,postcode_centroid,
FL532,ALLCHINS & CO CHEMIST,NW3 4UE,51.545943,-0.162447,postcode_centroid,
FL578,COHENS CHEMIST,KT9 2GY,51.359148,-0.31206,postcode_centroid,
FL579,PAYDENS PHARMACY,DA8 1QY,51.481658,0.181029,postcode_centroid,
FL592,SUPERDRUG PHARMACY,WC2N 5LH,51.509232,-0.123647,postcode_centroid,
FL630,HIGHBURY PHARMACY,N5 2AB,51.553524,-0.098181,postcode_centroid,
FL684,QUEENS PHARMACY,UB1 1JY,51.511243,-0.37794,postcode_centroid,
FL691,HERBERT & HERBERT CHEMIST,TW3 3LX,51.465204,-0.377428,postcode_centroid,
FL698,MALTHOUSE PHARMACY,UB9 6NF,51.603839,-0.480894,postcode_centroid,
FL709,TYEREST LTD,HA3 0XY,51.58661,-0.298664,postcode_centroid,
FL753,GHIR LIMITED,E6 2SA,51.533704,0.061474,postcode_centroid,
FL763,KINGS PHARMACY,NW6 7QB,51.545135,-0.202011,postcode_centroid,
FL774,AP CHEMIST,SW19 2HR,51.418491,-0.177545,postcode_centroid,
FL779,BRITANNIA PHARMACY,IG11 9LX,51.538565,0.098754,postcode_centroid,
FL795,BOOTS,SW19 2TY,51.413511,-0.177095,postcode_centroid,
FL820,FRITH BROS LTD,SM3 8BH,51.358169,-0.216753,postcode_centroid,
FL836,FAIRLEE PHARMACY,SW8 3RX,51.466912,-0.150233,postcode_centroid,
FL862,WORLDS END PHARMACY,SW10 0LU,51.481644,-0.180804,postcode_centroid,
FL905,WINDWOOD CHEMIST,W12 9BL,51.502768,-0.243348,postcode_centroid,
FL911,WELL,W7 1JH,51.52243,-0.340021,postcode_centroid,
FLA36,CHURCH PHARMACY,W7 3ST,51.508924,-0.336304,postcode_centroid,
FLA59,GREEN LANES PHARMACY,N21 2SA,51.633095,-0.094075,postcode_centroid,
FLA67,HARLEY'S PHARMACY,SW7 3HZ,51.493551,-0.174525,postcode_centroid,
FLA76,BOOTS,SE1 7LY,51.50305,-0.11331,postcode_centroid,
FLA96,BOOTS,SW19 8YE,51.421679,-0.204085,postcode_centroid,
FLC31,PHARMOCARE,N17 6SB,51.595442,-0.069202,postcode_centroid,
FLC80,BURNS CHEMIST,E11 3HR,51.556881,0.006419,postcode_centroid,
FLD13,WANSTEAD PHARMACY,E11 2AE,51.57833,0.026169,postcode_centroid,
FLD31,KAREPACK PHARMACY,HA9 7NG,51.564478,-0.299808,postcode_centroid,
FLD44,MEDICARE DISPENSING CHEMIST,HA8 6LD,51.609604,-0.280849,postcode_centroid,
FLD66,HOLLYTREE PHARMACY,DA14 6JR,51.418859,0.117298,postcode_centroid,
FLD67,DUMLERS PHARMACY,SW14 7PU,51.464031,-0.272692,postcode_centroid,
FLD79,BANKS CHEMIST,W3 7DD,51.514651,-0.24965,postcode_centroid,
FLE65,PRINCE CHEMIST,W9 3QA,51.524575,-0.201841,postcode_centroid,
FLE67,CROSS CHEMIST,N22 5DJ,51.598008,-0.094693,postcode_centroid,
FLE92,PRO CHEMIST,NW10 0UR,51.553892,-0.253105,postcode_centroid,
FLF08,LETTERBOX PHARMACY,E1 6RF,51.518017,-0.070949,postcode_centroid,
FLF10,BOOTS,SW7 4SF,51.494605,-0.183314,postcode_centroid,
FLF17,HERMAN'S PHARMACY,KT3 4ET,51.401145,-0.25564,postcode_centroid,
FLF32,SOUTHALL PHARMACY,UB1 2LF,51.516844,-0.371371,postcode_centroid,
FLG01,ASDA PHARMACY,E10 5NH,51.55551,-0.008139,postcode_centroid,
FLG18,BOOTS,SE1 7AB,51.501502,-0.111573,postcode_centroid,
FLG32,WELL,NW9 8JS,51.573599,-0.262509,postcode_centroid,
FLG60,GOR PHARMACY AT PINN MEDICAL CENTRE,HA5 3EE,51.595209,-0.382155,postcode_centroid,
FLG94,DALES PHARMACY,NW3 6HN,51.55269,-0.188673,postcode_centroid,
FLH33,SIMMONS CHEMIST,EN4 0DA,51.64863,-0.148323,postcode_centroid,
FLJ40,BARNES PHARMACY,SW13 9LB,51.473299,-0.248166,postcode_centroid,
FLJ82,NEWMANS PHARMACY,E13 8QE,51.52532,0.028673,postcode_centroid,
FLJ85,PHARMACY REPUBLIC,NW3 2QX,51.553794,-0.163054,postcode_centroid,
FLK13,WELL,DA7 5QR,51.473765,0.126566,postcode_centroid,
FLK20,WIMBLEDON PHARMACY,SW19 5EG,51.425026,-0.216568,postcode_centroid,
FLK24,ARMSTRONG PHARMACY,N4 2EX,51.564175,-0.092875,postcode_centroid,
FLK52,RAVENOR PHARMACY,UB6 9QA,51.528699,-0.354829,postcode_centroid,
FLK58,GREENS PHARMACY,SW1V 4NP,51.490493,-0.146917,postcode_centroid,
FLL05,BUSBYS PHARMACY,W4 3RS,51.48186,-0.270003,postcode_centroid,
FLL81,NORTHCOTE PHARMACY,SW11 6QZ,51.455782,-0.165279,postcode_centroid,
FLM04,ASDA PHARMACY,N14 5PW,51.634287,-0.131292,postcode_centroid,
FLM48,THOMPSONS CHEMIST,CR7 8JF,51.403949,-0.099908,postcode_centroid,
FLM71,EGERTON CHEMIST,N7 8LX,51.549621,-0.108715,postcode_centroid,
FLM76,THE HYDE PHARMACY,NW9 6LR,51.587544,-0.252016,postcode_centroid,
FLM83,BOOTS,E11 2AE,51.57833,0.026169,postcode_centroid,
FLM95,KAMSONS PHARMACY,SM1 1BT,51.360108,-0.194227,postcode_centroid,
FLN08,DAY LEWIS PHARMACY,RM14 1RQ,51.56876,0.267594,postcode_centroid,
FLN64,BOOTS,E4 7BJ,51.631162,0.00361,postcode_centroid,
FLP16,SUPERDRUG PHARMACY,E8 2LX,51.547711,-0.074265,postcode_centroid,
FLP93,BOOTS,E2 0DJ,51.52678,-0.059737,postcode_centroid,
FLQ03,ROSEHILL PHARMACY,SM5 1AG,51.383066,-0.188423,postcode_centroid,
FLQ34,BEDFONT PHARMACY,TW14 8BT,51.453528,-0.429987,postcode_centroid,
FLQ96,OSBON PHARMACY,SE17 3NH,51.482669,-0.103033,postcode_centroid,
FLR27,FORREST PHARMACY,W14 0HP,51.497708,-0.217897,postcode_centroid,
FLR34,BENJAMIN PHARMACY,E4 8LP,51.615896,-0.017805,postcode_centroid,
FLR52,WATSONS PHARMACY,W1D 3HZ,51.514525,-0.131889,postcode_centroid,
FLR73,BOOTS,SW1V 1JU,51.495736,-0.144716,postcode_centroid,
FLR83,BOOTS,SW10 9NB,51.485434,-0.182238,postcode_centroid,
FLV30,SAVEMORE PHARMACY,N22 6SA,51.593912,-0.097738,postcode_centroid,
FLV31,DILLONS PHARMACY,W10 5PF,51.523754,-0.206962,postcode_centroid,
FLV75,SUPERDRUG PHARMACY,CR0 1US,51.37654,-0.101043,postcode_centroid,
FLV88,MEDIBANK PHARMACY,BR2 7EQ,51.377275,0.011229,postcode_centroid,
FLW17,WELLCARE PHARMACY,UB5 4RR,51.551788,-0.350117,postcode_centroid,
FLW42,CONWAY CHEMIST,W3 0DS,51.517762,-0.280649,postcode_centroid,
FLW45,MCCOIG PHARMACY,CR2 6ES,51.350746,-0.099266,postcode_centroid,
FLW51,GROVES PHARMACY,KT3 3TX,51.410047,-0.262218,postcode_centroid,
FLW84,WOODGRANGE PHARMACY,E7 0EW,51.550906,0.025441,postcode_centroid,
FLW88,ANGIE'S PHARMACY,NW10 4AG,51.539684,-0.252525,postcode_centroid,
FLW91,MEDICARE (LONDON) LTD PHARMACY,W9 3QH,51.5263,-0.205219,postcode_centroid,
FLW92,SPATETREE PHARMACY,SW14 8AE,51.465605,-0.266615,postcode_centroid,
FLX71,AKHTAR S,NW2 3EE,51.555699,-0.21364,postcode_centroid,
FLX82,ESSEX PHARMACY,N1 2SF,51.537688,-0.100356,postcode_centroid,
FLX84,GOLD'S PHARMACY GANTS HILL,IG2 6JX,51.577215,0.066386,postcode_centroid,
FLY01,SHEEL PHARMACY LEWISHAM,SE13 6JZ,51.457272,-0.013976,postcode_centroid,
FM050,CLOCKWORK PHARMACY,E8 1HP,51.549233,-0.054772,postcode_centroid,
FM115,BOOTS,W8 5SF,51.500902,-0.192746,postcode_centroid,
FM116,LRM DISPENSING CHEMIST,E13 0QU,51.537993,0.032683,postcode_centroid,
FM205,CROSS CHEMIST,W5 1ET,51.5295,-0.293182,postcode_centroid,
FM271,BOOTS,SE17 2TG,51.487165,-0.094708,postcode_centroid,
FM350,BOOTS,BR1 1HD,51.40389,0.016607,postcode_centroid,
FM364,BOOTS,W1D 2JY,51.515339,-0.138933,postcode_centroid,
FM456,RITECHEM PHARMACY,KT6 4JZ,51.392519,-0.306334,postcode_centroid,
FM474,ST MARGARETS PHARMACY,TW1 3EH,51.453554,-0.319074,postcode_centroid,
FM520,NEWMAN PHARMACY,KT6 6EZ,51.390825,-0.299929,postcode_centroid,
FM522,KIRBY CHEMIST,TW11 8HD,51.427452,-0.331224,postcode_centroid,
FM589,BOOTS,W2 6LY,51.515216,-0.187927,postcode_centroid,
FM604,WC & K KING CHEMIST,EC1R 1UR,51.529472,-0.110617,postcode_centroid,
FM656,PUTNEY PHARMACY,SW15 6TQ,51.461679,-0.219992,postcode_centroid,
FM688,BOOTS,W1C 1NB,51.514045,-0.157232,postcode_centroid,
FM689,PHILLIPS CHEMIST,N17 6XF,51.598061,-0.078693,postcode_centroid,
FM812,PESTLE & MORTAR,W12 7LL,51.506639,-0.234063,postcode_centroid,
FM824,INFOHEALTH PHARMACY,CR5 2RA,51.320822,-0.139339,postcode_centroid,
FM850,MY OWN CHEMIST,UB5 5QS,51.545059,-0.360196,postcode_centroid,
FM910,PASTER CHEMIST,HA9 8PB,51.571129,-0.294567,postcode_centroid,
FM963,VILLAGE PHARMACY,BR6 7AZ,51.35971,0.072756,postcode_centroid,
FM975,HAYWARD CHEMIST LTD,EN1 2PT,51.641797,-0.071308,postcode_centroid,
FMC10,SHILUNS CHEMIST,UB6 0LZ,51.551824,-0.31906,postcode_centroid,
FMC24,WELLBEING PHARMACY,RM6 4AL,51.570623,0.128788,postcode_centroid,
FMC34,BEECHES PHARMACY,SM5 3LF,51.356872,-0.170023,postcode_centroid,
FMC35,EAST HILL PHARMACY,SW18 2QE,51.457558,-0.184655,postcode_centroid,
FMC51,HASSCON PHARMACY,WC1H 8DR,51.528024,-0.121764,postcode_centroid,
FMC69,BOOTS,E6 7ER,51.517194,0.080317,postcode_centroid,
FMD22,CHELSEA GREEN (ASTELL) PHARMACY,SW3 3NS,51.490839,-0.166091,postcode_centroid,
FMD23,BAYWOOD DISPENSING CHEMIST,W11 2SE,51.514211,-0.200362,postcode_centroid,
FMD27,ELM PARK PHARMACY,RM12 4SD,51.551086,0.199726,postcode_centroid,
FMD33,BOOTS,N7 6QA,51.557346,-0.118233,postcode_centroid,
FMD42,ELGON CHEMIST,EN3 4DN,51.6479,-0.046157,postcode_centroid,
FMD85,KINGSHEAD CHEMIST,E4 7PA,51.637677,-0.012549,postcode_centroid,
FMD88,SUPERDRUG PHARMACY,N7 6AJ,51.558293,-0.118958,postcode_centroid,
FMF27,BOOTS,TW3 1BL,51.468828,-0.361304,postcode_centroid,
FMF67,ROADNIGHT CHEMISTS,DA15 7DU,51.431463,0.102574,postcode_centroid,
FMF82,SUPERDRUG PHARMACY,W6 9HW,51.492454,-0.227884,postcode_centroid,
FMG01,DAY LEWIS PHARMACY,BR1 4PH,51.425199,-0.004132,postcode_centroid,
FMG52,OAKDALE PHARMACY,N2 8AQ,51.589955,-0.164324,postcode_centroid,
FMH04,CANONS PHARMACY,HA8 6RW,51.607657,-0.295927,postcode_centroid,
FMH12,BOOTS,SW5 9AD,51.491764,-0.192675,postcode_centroid,
FMH15,PORTMANS PHARMACY,SW1V 2QA,51.48973,-0.135093,postcode_centroid,
FMH33,BOOTS,DA6 7JJ,51.455838,0.145999,postcode_centroid,
FMH45,MARIJAK LTD,E8 1EJ,51.54607,-0.055469,postcode_centroid,
FMH79,NU-WAYS PHARMACY,HA4 6LS,51.562622,-0.413913,postcode_centroid,
FMH89,BOSS PHARMACY,SW4 7RD,51.461906,-0.128899,postcode_centroid,
FMK12,HEALTHCARE PHARMACY,RM12 5AS,51.549197,0.200255,postcode_centroid,
FMK19,ZEN PHARMACY,WC1B 5AN,51.521254,-0.123541,postcode_centroid,
FMK45,SELHURST PHARMACY,SE25 5QF,51.388884,-0.090356,postcode_centroid,
FMK62,STEVENS CHEMIST,BR6 6BG,51.354367,0.090023,postcode_centroid,
FML03,ZADAMS PHARMACY,IG3 8TG,51.566799,0.109981,postcode_centroid,
FML56,WELL,RM6 5NR,51.584514,0.135385,postcode_centroid,
